Final Model,MAE,MSE,RMSE,R2,Training_R2,Testing_R2,R2_Generalization_Gap
Tuned Gradient Boosting,10.878159161367616,21068.27511935471,145.14914784233048,0.9751235982845096,0.9972436719091605,0.9751235982845096,0.02212007362465096
